,id,price_tnd,price_eur,location,city,governorate,Area,pieces,room,bathroom,age,state,latt,long,distance_to_capital,garage,garden,concierge,beach_view,mountain_view,pool,elevator,furnished,equipped_kitchen,central_heating,air_conditioning
1014,f6ffe033-a55f-4604-a06c-093f980e3c1c,1100000.0,341000.0,Hammamet Sud,Hammamet,Nabeul,500.0,6.0,5.0,6.0,5-10 ,1.0,36.404007,10.568995,61.6001824908988,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
1016,80fc43f2-2b3a-47cb-b0ff-4fc797eb7b33,950000.0,294500.0,Cité Essalem,Boumhel Bassatine,Ben Arous,500.0,6.0,5.0,3.0,10-20 ,1.0,36.57724,10.34246,30.8152660477654,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
1017,e8200323-fb57-4ab0-bde3-dad645c36dcc,940000.0,291400.0,Hammamet,Hammamet,Nabeul,500.0,6.0,4.0,2.0,0,2.0,36.40108,10.61457,65.4597220191691,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
1022,e86c1283-8068-4e8b-b10c-fec282b20a7c,490000.0,151900.0,Hammam Lif,Hammam Lif,Ben Arous,500.0,6.0,5.0,2.0,10-20 ,1.0,36.7311,10.3277,18.230347164571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1024,3654a96a-b9a5-4d70-95eb-0f63dc9feb28,479000.0,148490.0,Djerba,Djerba,Djerba,500.0,6.0,4.0,3.0,1-5 ,1.0,33.8075978,10.8451467,336.063533301856,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1025,63c6b5a1-d0c1-46bf-aaa0-148493b3823a,370000.0,114700.0,Djerba,Djerba,Djerba,500.0,6.0,4.0,3.0,10-20 ,1.0,33.8075978,10.8451467,336.063533301856,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
1031,2e3ceb7f-3e25-4ad4-a2a1-5b477d857c75,780000.0,241800.0,Hammamet,Hammamet,Nabeul,487.0,6.0,4.0,3.0,0,2.0,36.40108,10.61457,65.4597220191691,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0
1036,7652e9b0-972c-477f-9aaa-55dcd2c39bce,3500000.0,1085000.0,La Marsa,La Marsa,tunis,475.0,6.0,5.0,3.0,"10,20",0.0,36.876389,10.325278,17.7221901283016,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
1037,1a968f43-78e9-4a06-b5b3-0474412762fb,3500000.0,1085000.0,La Marsa,La Marsa,tunis,475.0,6.0,5.0,5.0,5-10 ,0.0,36.876389,10.325278,17.7221901283016,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1041,4e313f97-498a-4027-843d-ff86330ffc11,850000.0,263500.0,El Manar 1,El Menzah,tunis,468.0,6.0,5.0,2.0,10-20 ,1.0,36.845235,10.164723,4.6317218774898,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
1042,5fc3b60c-5108-4281-8783-a4ffd77f869f,980000.0,303800.0,El Menzah 9,El Menzah,tunis,465.0,6.0,4.0,3.0,5-10 ,1.0,36.845235,10.164723,4.6317218774898,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
1049,6fc24379-397a-400e-bc0d-68bd221e24e4,1050000.0,325500.0,Bhar Lazreg,La Marsa,tunis,457.0,6.0,6.0,3.0,10-20 ,1.0,36.876389,10.325278,17.7221901283016,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
1050,86274a2e-b5a7-4e75-b256-4365c4678ba2,980000.0,303800.0,Sahloul,Sousse Jaouhara, Sousse,456.0,6.0,4.0,3.0,5-10 ,0.0,35.832439,10.622471,117.273190424209,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
1051,c685f5cf-350d-4e64-b5a8-177fdf936ef5,390000.0,120900.0,Le Bardo,Le Bardo,tunis,455.0,6.0,4.0,3.0,5-10 ,1.0,36.8144703,10.1344725,5.30148623956287,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
1052,dd737071-3dba-4670-acbc-238a5f9fa9e2,1600000.0,496000.0,El Manar 1,El Menzah,tunis,450.0,6.0,5.0,3.0,10-20 ,1.0,36.845235,10.164723,4.6317218774898,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
1055,82c2c214-5587-4e40-ae6f-aa013e37ecfe,720000.0,223200.0,Hammamet Nord,Hammamet,Nabeul,450.0,6.0,4.0,3.0,10-20 ,1.0,36.40108,10.61457,65.4597220191691,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
1057,15b05bdc-8460-49cc-aea9-dfa08c452737,390000.0,120900.0,Le Bardo,Le Bardo,tunis,450.0,6.0,4.0,1.0,10-20 ,1.0,36.8144703,10.1344725,5.30148623956287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1061,fdacb3a9-e685-4c68-9b49-452f0db889ac,550000.0,170500.0,Hammamet Sud,Hammamet,Nabeul,448.0,6.0,5.0,2.0,0,2.0,36.40108,10.61457,65.4597220191691,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1062,1f4768ac-df9f-429b-b713-3b351339a104,880000.0,272800.0,Bou Mhel,Boumhel Bassatine,Ben Arous,442.0,6.0,5.0,2.0,10-20 ,1.0,36.57724,10.34246,30.8152660477654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
1069,3130ddbb-bc58-4f93-bf86-6079b5a7ccc1,950000.0,294500.0,La Marsa,La Marsa,tunis,420.0,6.0,4.0,3.0,5-10 ,1.0,36.876389,10.325278,17.7221901283016,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
1070,871cda23-82cc-4b80-9624-7c8dedc1238f,940000.0,291400.0,Cité Essalem,Boumhel Bassatine,Ben Arous,420.0,6.0,5.0,3.0,10-20 ,1.0,36.57724,10.34246,30.8152660477654,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
1072,925d0b91-20fd-45bd-ab2c-97175a221d03,600000.0,186000.0,Bizerte,Bizerte Nord,Bizerte,420.0,6.0,6.0,2.0,1-5 ,2.0,37.1303,9.7506777,59.6022901500191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1073,680a8095-a69d-4cfa-9754-fc941c5f2e8f,120000.0,37200.0,Djerba,Djerba,Djerba,420.0,6.0,7.0,1.0,30-50 ,0.0,33.8716891679132,10.8597644485253,329.591910801526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1074,f5d9b77e-cdcc-44a8-baeb-a7877c4f9ddc,720000.0,223200.0,El Omrane,El Omrane,tunis,417.0,6.0,5.0,2.0,50-70 ,0.0,36.814748,10.1558086,2.99599074292579,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1077,fb20d8c7-1037-4b6c-9995-0a6aa5c5387e,1050000.0,325500.0,El Menzah 9,El Menzah,tunis,412.0,6.0,6.0,4.0,10-20 ,1.0,36.845235,10.164723,4.6317218774898,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1080,93d2c760-69a4-412a-b837-7344b9a2bcdc,595000.0,184450.0,Cité El Bassatine Ancien,Boumhel Bassatine,Ben Arous,408.0,6.0,5.0,7.0,5-10 ,2.0,36.7308664819507,10.2985576028442,15.4245146403522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1086,09a5ca7b-7caa-4a52-b7b4-f0e84059a0ab,1350000.0,418500.0,Mutuelle Ville,El Menzah,tunis,400.0,6.0,5.0,3.0,10-20 ,1.0,36.8316382,10.1641474,3.36045988098661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
1087,f56fee80-5829-4431-b3e9-10bea98d5fd6,1300000.0,403000.0,Hammamet,Hammamet,Nabeul,400.0,6.0,6.0,5.0,1-5 ,2.0,36.40108,10.61457,65.4597220191691,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
1088,fb94b28a-6ef8-4442-9a7e-0f67814f40e7,1300000.0,403000.0,Hammamet Sud,Hammamet,Nabeul,400.0,6.0,5.0,3.0,0,2.0,36.3994219752243,10.563414909668,61.5299909631923,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
1090,5d731a97-485d-41bc-9fa2-b42952bcef67,1200000.0,372000.0,Raoued,Raoued,Ariana,400.0,6.0,5.0,3.0,1-5 ,2.0,36.70549,10.4132,28.033885796573,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0
1093,c8269a83-5e86-4025-ad72-49d2abd814f9,930000.0,288300.0,Megrine Coteau,Mégrine,Ben Arous,400.0,6.0,4.0,3.0,5-10 ,1.0,36.6938694,10.2622167,15.2468224381805,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
1094,0b118707-bc36-407e-a857-5a60ce6e46bb,870000.0,269700.0,Chotrana 2,La Soukra,Ariana,400.0,6.0,5.0,3.0,0,2.0,36.883333,10.25,11.3450822580238,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
1096,d93f4608-44a0-4ce9-b458-5dc99b1ebb75,480000.0,148800.0,Djerba,Djerba,Djerba,400.0,6.0,4.0,2.0,5-10 ,1.0,33.8075978,10.8451467,336.063533301856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1107,1d2f7dd1-389a-4887-ad8b-fb3001d29515,1364000.0,422840.0,Raoued,Raoued,Ariana,388.0,6.0,5.0,3.0,1-5 ,2.0,36.876389,10.325278,17.7221901283016,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
1108,ea974792-87c7-4f24-a12f-b7346cb905ad,650000.0,201500.0,Cité Mohamed Ali,Rades,Ben Arous,386.0,6.0,5.0,2.0,5-10 ,1.0,36.7609,10.2736,11.3920349533352,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
1110,dd7d8b91-d602-4b76-bec2-4b4841dd5270,960000.0,297600.0,Hammamet,Hammamet,Nabeul,380.0,6.0,5.0,4.0,0,2.0,36.40108,10.61457,65.4597220191691,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
1115,646de9b3-a240-4c98-a6a3-c77caf3569c1,750000.0,232500.0,Khaznadar,Le Bardo,tunis,370.0,6.0,6.0,2.0,20-30 ,1.0,36.83017,10.13736,5.54992694975533,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1117,d6a87c03-ea4d-427c-bbe8-30507e54f096,750000.0,232500.0,Khaznadar,Le Bardo,tunis,370.0,6.0,6.0,2.0,20-30 ,1.0,36.83017,10.13736,5.54992694975533,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1118,215a4bea-e251-436b-80d5-8766df23faea,750000.0,232500.0,Khaznadar,Le Bardo,tunis,370.0,6.0,6.0,2.0,20-30 ,1.0,36.83017,10.13736,5.54992694975533,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1126,2e7f236b-f3a4-440e-adce-74ecd92ad5e9,650000.0,201500.0,Hammamet Nord,Hammamet,Nabeul,357.0,6.0,4.0,2.0,20-30 ,1.0,36.40108,10.61457,65.4597220191691,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1135,dbb7f8d5-4c65-451c-82bb-c4f3748acbe9,600000.0,186000.0,Mornag,Mornag,Ben Arous,340.0,6.0,4.0,1.0,5-10 ,1.0,36.68902,10.29964,18.3799491860473,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1136,ebbe3763-ae29-4a40-acea-6d5fc2b843fa,1400000.0,434000.0,Chotrana 2,La Soukra,Ariana,340.0,6.0,5.0,4.0,0,2.0,36.883333,10.25,11.3450822580238,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
1137,1a241a2e-c4d7-49ec-92a1-1a381b583291,700000.0,217000.0,Montfleury,Tunis,tunis,340.0,6.0,5.0,3.0,10-20 ,1.0,36.81881,10.16596,2.19113226059161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1142,3c4cd30c-82e9-47b3-aa69-ef2589f00896,1500000.0,465000.0,Sidi Daoued,La Marsa,tunis,330.0,6.0,5.0,4.0,5-10 ,1.0,36.876389,10.325278,17.7221901283016,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
1144,92c459fd-b1e0-479c-a2a7-befd6c66a538,890000.0,275900.0,Hammamet Nord,Hammamet,Nabeul,330.0,6.0,5.0,5.0,0,2.0,36.40108,10.61457,65.4597220191691,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
1145,46a15eda-dcd1-4c6b-b465-679e06edab59,790000.0,244900.0,Djerba,Djerba,Djerba,330.0,6.0,4.0,4.0,0,2.0,33.8627245978677,10.8143186657114,329.45316221289,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1146,bcb0163e-dde9-44e1-a26d-f854880b2d81,485000.0,150350.0,Hammamet Nord,Hammamet,Nabeul,330.0,6.0,4.0,2.0,5-10 ,1.0,36.40108,10.61457,65.4597220191691,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
1148,538eb67f-a6de-40ff-a3df-b44f2df93f26,829000.0,256990.0,Raoued,Raoued,Ariana,323.0,6.0,5.0,3.0,0,2.0,36.876389,10.325278,17.7221901283016,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
1149,f589ebe0-4416-4beb-b820-b51a0e757cae,1100000.0,341000.0,Hammamet Nord,Hammamet,Nabeul,320.0,6.0,5.0,2.0,0,2.0,36.40108,10.61457,65.4597220191691,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
1150,b7cfb026-5a59-4429-8f98-0758c45467b8,890000.0,275900.0,Hammamet Nord,Hammamet,Nabeul,320.0,6.0,5.0,2.0,0,2.0,36.40108,10.61457,65.4597220191691,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
1153,a84d122e-7245-4a3c-81cb-f03b8b88a24f,799000.0,247690.0,Raoued,Raoued,Ariana,320.0,6.0,5.0,4.0,0,2.0,36.876389,10.325278,17.7221901283016,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
1158,5f1eb28a-0fd3-4fc4-958b-56162c80c677,800000.0,248000.0,Aouina,La Marsa,tunis,317.0,6.0,5.0,3.0,10-20 ,1.0,36.876389,10.325278,17.7221901283016,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
1160,4dfce56e-50e3-4aec-9986-6b36539f6729,520000.0,161200.0,Cité des Juges,Raoued,Ariana,315.0,6.0,4.0,3.0,5-10 ,1.0,36.979543247717,10.2047785874023,19.1139174130518,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
1164,0a5f4d2f-f98f-4daf-9baa-78a2337770b5,1150000.0,356500.0,Sidi Daoued,La Marsa,tunis,300.0,6.0,3.0,4.0,0,2.0,36.876389,10.325278,17.7221901283016,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
1165,1398d017-30f6-4ac5-b841-c57dadb1b3e2,1150000.0,356500.0,Carthage,Carthage,tunis,300.0,6.0,4.0,4.0,0,2.0,36.8566,10.3258,16.956028959712,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
1169,bc22f8a6-9313-4cbb-bc10-069c1d09eee6,860000.0,266600.0,Hammamet Nord,Hammamet,Nabeul,300.0,6.0,4.0,4.0,0,2.0,36.40108,10.61457,65.4597220191691,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
1170,13399658-4ed3-4019-81c1-09cbb23819ce,750000.0,232500.0,Cité Plein Air,Boumhel Bassatine,Ben Arous,300.0,6.0,4.0,3.0,10-20 ,1.0,36.57724,10.34246,30.8152660477654,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
1174,cc0119a1-e818-4bdd-b2d9-4a1722a7856c,315000.0,97650.0,Hammamet Sud,Hammamet,Nabeul,300.0,6.0,4.0,2.0,0,2.0,36.40108,10.61457,65.4597220191691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1180,e13cacc5-9871-47a5-ad39-7d8d7dc87110,190000.0,58900.0,Djerba,Djerba,Djerba,291.0,6.0,4.0,1.0,30-50 ,0.0,33.8741825363896,10.8539014302246,329.180876611419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1183,f56409a2-e334-444a-b827-ff6b64cec4ac,1280000.0,396800.0,La Marsa,La Marsa,tunis,280.0,6.0,5.0,4.0,1-5 ,2.0,36.8941992,10.2762232,14.249053168265,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
1185,44f8e8e8-3979-45d6-82a2-ee2fecb9c1b4,820000.0,254200.0,Gammarth,La Marsa,tunis,280.0,6.0,5.0,3.0,0,2.0,36.876389,10.325278,17.7221901283016,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
1186,991cdf22-81f9-49d5-9f3e-ff7119d234f7,730000.0,226300.0,Rades Plage,Rades,Ben Arous,280.0,6.0,5.0,3.0,1-5 ,2.0,36.7609,10.2736,11.3920349533352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
1191,813622fe-1692-43f1-9105-76d92d50ec4f,1400000.0,434000.0,Gammarth,La Marsa,tunis,277.0,6.0,5.0,4.0,1-5 ,2.0,36.876389,10.325278,17.7221901283016,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
1195,50b69039-5148-4e75-a9fe-d24b49c89d64,670000.0,207700.0,Sousse Riadh,Sousse Riadh, Sousse,271.0,6.0,6.0,3.0,0,1.0,35.81433,10.63392,119.603210703078,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
1203,372c73e2-e415-41de-8fa0-4acbde4a241c,850000.0,263500.0,El Menzah 4,El Menzah,tunis,265.0,6.0,3.0,2.0,1-5 ,1.0,36.845235,10.164723,4.6317218774898,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
1204,944270cd-886e-43d7-be72-6a801d943113,1650000.0,511500.0,Les Jardins de Carthage,Le Kram,tunis,262.0,6.0,4.0,4.0,0,2.0,36.8499044527242,10.3003162538452,14.0395207208264,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
1205,edca9e3a-e03e-4290-9730-52b4465fd996,680000.0,210800.0,Hammamet Nord,Hammamet,Nabeul,262.0,6.0,4.0,3.0,0,2.0,36.40108,10.61457,65.4597220191691,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
1206,c33bc1e1-c7b8-468f-ab30-bdb7e3bb776c,520000.0,161200.0,Oued Ellil,Oued Ellil,La Manouba,261.0,6.0,5.0,2.0,10-20 ,1.0,36.8094099,9.9089889,30.3035267006511,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1209,559f5ee0-51c4-4edc-9ceb-e1f3232cdb19,850000.0,263500.0,El Menzah 5,Ariana Ville,Ariana,250.0,6.0,3.0,4.0,5-10 ,2.0,36.8625,10.19556,6.32498837542227,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
1211,fcd0404b-9810-46b4-9d38-171a1c74163c,680000.0,210800.0,La Soukra,La Soukra,Ariana,250.0,6.0,5.0,3.0,1-5 ,2.0,36.88833,10.27417,13.6515294537323,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
1213,f5949ec6-c003-4e9e-bc3c-cb20600b98de,530000.0,164300.0,Les Jardins d'El Menzah 1,Ariana Ville,Ariana,250.0,6.0,4.0,3.0,5-10 ,1.0,36.844949,10.137862,6.42299057663289,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
1216,b0ac51f4-fd2d-455a-b226-302bfae1859b,570000.0,176700.0,Cité Ennasr 2,Ariana Ville,Ariana,248.0,6.0,5.0,4.0,5-10 ,1.0,36.8625,10.19556,6.32498837542227,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
1218,e4773cb7-c10c-47d9-956c-a8664815df58,785000.0,243350.0,Hammamet,Hammamet,Nabeul,240.0,6.0,4.0,3.0,0,2.0,36.40108,10.61457,65.4597220191691,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
1220,36ba953e-adac-4529-b360-578fb1dfa1fb,650000.0,201500.0,El Kantaoui,Hammam Sousse, Sousse,240.0,6.0,5.0,2.0,10-20 ,1.0,35.898175,10.58025,108.792931586895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1221,bd73995a-a93a-4f2e-bc32-92f442dae5a0,250000.0,77500.0,Raoued,Raoued,Ariana,240.0,6.0,5.0,2.0,5-10 ,0.0,36.9450168481669,10.1745674457345,15.1795761769265,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1223,0abfa2f9-694f-4bec-8b49-8238b5a548ac,900000.0,279000.0,Cité Ennasr 2,Ariana Ville,Ariana,237.0,6.0,5.0,2.0,5-10 ,2.0,36.8625,10.19556,6.32498837542227,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
1225,d1569ef8-1846-4e50-bf4a-85e0c6f53ca1,210000.0,65100.0,Raoued,Raoued,Ariana,235.0,6.0,3.0,1.0,5-10 ,1.0,36.954444,10.191389,16.228614774176,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1228,7ed27257-3e1a-4878-abf1-cf21739826aa,200000.0,62000.0,Midoune,Midoun,Djerba,232.0,6.0,4.0,2.0,0,2.0,33.866667,10.85,329.885067333887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1230,5136624f-a0a6-4d7d-bc88-d9f360368a4a,750000.0,232500.0,La Soukra,La Soukra,Ariana,230.0,6.0,4.0,2.0,0,2.0,36.883333,10.25,11.3450822580238,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
1231,6c5c99d6-bff3-4042-80a8-5411a44ea182,450000.0,139500.0,Cité el Ghazela,Raoued,Ariana,230.0,6.0,5.0,3.0,0,2.0,36.954444,10.191389,16.228614774176,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1232,95b6f2d8-7ea6-424c-bc45-3047ca2b7cc4,430000.0,133300.0,Ariana Essoghra,Raoued,Ariana,230.0,6.0,5.0,2.0,5-10 ,1.0,36.954444,10.191389,16.228614774176,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
1235,4a367eee-c2d8-4084-81ad-5ddb26af79f4,395000.0,122450.0,Bizerte,Bizerte Nord,Bizerte,225.0,6.0,5.0,2.0,5-10 ,2.0,37.1303,9.7506777,59.6022901500191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1236,2fcd94d0-9daa-4154-bbaf-322900d71bb7,320000.0,99200.0,Hammamet Sud,Hammamet,Nabeul,224.0,6.0,4.0,2.0,1-5 ,1.0,36.40108,10.61457,65.4597220191691,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1237,5934d836-73b0-4844-b8a4-cc1daaf9e162,249000.0,77190.0,Cité AFH,Oued Ellil,La Manouba,221.0,6.0,5.0,2.0,10-20 ,1.0,36.8445399070638,10.0307005883066,17.2774667123388,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1241,953f7252-967f-4592-be00-77cc70962b1c,429000.0,132990.0,Djerba,Djerba,Djerba,220.0,6.0,3.0,2.0,0,2.0,33.8123889863972,10.9867626200349,339.289839392347,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1245,5abe3a7c-b762-45cc-bffb-910e764ef99c,1150000.0,356500.0,Les Berges Du Lac 2,La Marsa,tunis,219.0,6.0,5.0,3.0,0,2.0,36.8456752169026,10.2810108224182,11.8664744564336,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
1246,69caa122-c6fd-4715-9295-8db764077d86,490000.0,151900.0,El Menzah 9,El Menzah,tunis,218.0,6.0,4.0,3.0,5-10 ,1.0,36.8482637,10.1410889,6.40986136903085,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
1251,c4bf9573-8712-427a-949b-d0b56d6874b0,450000.0,139500.0,Chotrana 1,La Soukra,Ariana,209.0,6.0,4.0,2.0,1-5 ,1.0,36.883333,10.25,11.3450822580238,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
1252,1f2a8615-c9d7-42db-9175-35db1fe4bf72,378300.0,117273.0,Djerba,Djerba,Djerba,205.0,6.0,4.0,2.0,0,2.0,33.8075978,10.8451467,336.063533301856,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1258,95d82a30-3481-420e-aed1-39bedbf8f21f,480000.0,148800.0,Ariana,Ariana Ville,Ariana,200.0,6.0,4.0,2.0,5-10 ,1.0,36.8625,10.19556,6.32498837542227,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
1261,72f4cb5e-9c9b-47a3-a93e-d19243c5d3b2,385000.0,119350.0,Aouina,La Marsa,tunis,200.0,6.0,5.0,3.0,5-10 ,1.0,36.876389,10.325278,17.7221901283016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
1266,f733ec84-c41a-40cb-8726-357c675898e1,220000.0,68200.0,Gabès,Gabès Ville,Gabès,200.0,6.0,5.0,2.0,30-50 ,1.0,33.8842,10.0926,320.024004872965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1267,e8fbea83-1137-4867-ae98-24481180b4d4,220000.0,68200.0,Gabès,Gabès Ville,Gabès,200.0,6.0,5.0,2.0,30-50 ,1.0,33.8842,10.0926,320.024004872965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1268,ccdefec7-9695-462c-9d65-b4ce1b476f74,198000.0,61380.0,El Ouardia,El Ouardia,tunis,200.0,6.0,4.0,2.0,10-20 ,1.0,36.83561,10.21587,4.97542612901849,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
