,id,price_tnd,price_eur,location,city,governorate,Area,pieces,room,bathroom,age,state,latt,long,distance_to_capital,garage,garden,concierge,beach_view,mountain_view,pool,elevator,furnished,equipped_kitchen,central_heating,air_conditioning
1274,6f5f1a43-e98d-44c1-bb13-e3b567769da0,360000.0,111600.0,Bizerte,Bizerte Nord,Bizerte,190.0,6.0,4.0,2.0,5-10 ,1.0,37.2948983549745,9.85599622726403,64.5759755504687,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1276,89ce38b3-5772-4d8d-a03b-ece1f5ffbfb5,597400.0,185194.0,Djerba,Djerba,Djerba,188.0,6.0,3.0,3.0,0,2.0,33.8075978,10.8451467,336.063533301856,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1277,ddbbf698-f77c-4045-ada8-3dd758a01eb7,750000.0,232500.0,Chotrana 1,La Soukra,Ariana,185.0,6.0,5.0,3.0,0,2.0,36.883333,10.25,11.3450822580238,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
1278,d701e854-674c-49ed-aaba-538b052397a7,410000.0,127100.0,Sahloul,Sousse Jaouhara, Sousse,185.0,6.0,3.0,1.0,5-10 ,1.0,35.832439,10.622471,117.273190424209,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
1279,2fc572c5-aeda-422b-a37d-d2e65344a461,820000.0,254200.0,Hammamet Nord,Hammamet,Nabeul,180.0,6.0,5.0,3.0,1-5 ,2.0,36.40108,10.61457,65.4597220191691,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
1282,464f8821-57a7-4c31-9139-c585fcfb65b9,349200.0,108252.0,Djerba,Djerba,Djerba,180.0,6.0,4.0,2.0,0,2.0,33.8122713102144,10.9869606093354,339.307952655374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1283,39f35cfe-c920-4582-af23-db2f611308bf,310000.0,96100.0,Ariana,Ariana Ville,Ariana,180.0,6.0,3.0,2.0,10-20 ,1.0,33.8869,9.5375,327.765254316544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
1288,fc3188d1-57f2-4025-a05a-67f9d08c457d,820000.0,254200.0,Hammamet,Hammamet,Nabeul,177.0,6.0,5.0,3.0,1-5 ,1.0,36.40108,10.61457,65.4597220191691,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
1289,37b2fdef-7f23-4d9a-b9f4-820910af7a30,225000.0,69750.0,Beja Nord,Béja,Béja,177.0,6.0,3.0,1.0,30-50 ,1.0,36.7349004057384,9.18001518249517,111.636230925603,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1290,48b8c759-182c-41a7-849c-dc72c29e4165,225000.0,69750.0,Beja Nord,Béja,Béja,177.0,6.0,3.0,1.0,30-50 ,1.0,36.7349004057384,9.18001518249517,111.636230925603,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1291,985f3fa1-5050-4748-8207-b4f3fa3a52bd,350000.0,108500.0,Houmt Souk,Houmt Souk,Djerba,175.0,6.0,4.0,2.0,5-10 ,2.0,33.883969733001,10.8473675012588,327.977500117978,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1298,be3a763c-0936-4247-953a-6293f717b488,270000.0,83700.0,Nouvelle Medina,Nouvelle Medina,Ben Arous,165.0,6.0,3.0,1.0,10-20 ,1.0,36.78898,10.18348,1.93004994234137,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1302,050b4228-5e43-4d27-a518-3447ab629735,190000.0,58900.0,Cité Ennasr,Mornag,Ben Arous,160.0,6.0,3.0,2.0,5-10 ,2.0,0.0,0.0,4224.94777059847,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0
1305,665243f8-e57d-4478-87c2-70645b17bc13,220000.0,68200.0,Hammamet Sud,Hammamet,Nabeul,160.0,6.0,2.0,1.0,5-10 ,1.0,36.40108,10.61457,65.4597220191691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1306,195600e2-249f-40e3-9fd2-b79954af7c19,450000.0,139500.0,Cité Mohamed Ali,Rades,Ben Arous,150.0,6.0,5.0,1.0,30-50 ,0.0,36.7609,10.2736,11.3920349533352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1307,1281528e-0d51-4818-82d9-ffdd33650559,450000.0,139500.0,Radès,Rades,Ben Arous,150.0,6.0,6.0,1.0,30-50 ,0.0,36.7609,10.2736,11.3920349533352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1308,6bb634fb-1b4e-4f6f-bb6a-bac56c5bcbff,369000.0,114390.0,Hammam Lif,Hammam Lif,Ben Arous,150.0,6.0,5.0,2.0,10-20 ,1.0,36.7311,10.3277,18.230347164571,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
1310,1ebe320e-e59b-4bf8-a43f-4918d2ec00ac,250000.0,77500.0,Le Bardo,Le Bardo,tunis,150.0,6.0,6.0,2.0,10-20 ,1.0,36.83017,10.13736,5.54992694975533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1317,ab34546f-79a7-4f10-9d6b-022687b81e5a,320000.0,99200.0,Hammamet,Hammamet,Nabeul,140.0,6.0,2.0,2.0,0,2.0,36.40108,10.61457,65.4597220191691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
1320,7cdae05d-871e-465d-9506-770defaf7d7a,285000.0,88350.0,Cité El Wafa,Nabeul,Nabeul,138.0,6.0,3.0,2.0,0,1.0,36.45056,10.73505,72.8250683705131,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0
1321,d154d4de-fa01-4dbd-a419-bfd9bb4d72a7,340000.0,105400.0,Djerba,Djerba,Djerba,135.0,6.0,2.0,1.0,0,2.0,33.8092007940255,10.9901844702713,339.724695651933,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1322,74fa325a-7a4f-4328-93f2-506ef4304ae7,550000.0,170500.0,Les Jardins de Carthage,Le Kram,tunis,133.0,6.0,2.0,2.0,0,2.0,36.833333,10.316667,15.3139811663917,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
1333,8569a5b9-238b-46bb-9b70-522968199f78,250000.0,77500.0,Le Kram,Le Kram,tunis,119.0,6.0,4.0,2.0,"10,20",0.0,36.833333,10.316667,15.3139811663917,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1341,7bb02d71-5996-43ba-95a2-88df4bbe07c3,350000.0,108500.0,Sousse Riadh,Sousse Riadh, Sousse,103.0,6.0,4.0,1.0,1-5 ,1.0,35.81433,10.63392,119.603210703078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1345,21b5d26d-b24f-4569-9325-2b441963b23d,216000.0,66960.0,Ibn Sina,El Kabaria,tunis,77.0,6.0,5.0,2.0,5-10 ,1.0,36.7446501592098,10.1861225128173,6.78852636841952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1351,e7bad58a-4392-4b2a-8eea-3c6d869aab22,350000.0,108500.0,Oued Chaabouni,Sfax Ouest,Sfax,505.0,5.0,3.0,3.0,1-5 ,2.0,34.44463,10.4141,259.68793030414,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1354,0f275c0b-ab6a-4851-9898-3bee7dcbd1a7,351000.0,108810.0,Hammamet,Hammamet,Nabeul,10746.0,5.0,2.0,1.0,0,2.0,36.40108,10.61457,65.4597220191691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
1364,b965659b-6865-4b66-9a47-97e1ed3f86b5,1500000.0,465000.0,Hammamet Nord,Hammamet,Nabeul,3000.0,5.0,3.0,1.0,0,1.0,36.40108,10.61457,65.4597220191691,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
1369,ded6be64-0582-42b3-875a-7dab8b75e39e,2000000.0,620000.0,Bou Mhel,Boumhel Bassatine,Ben Arous,2500.0,5.0,7.0,4.0,5-10 ,1.0,36.57724,10.34246,30.8152660477654,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
1373,1548b112-ec9f-4391-bcd9-bc6cf10c73a3,378790.0,117424.9,Djerba,Djerba,Djerba,1720.0,5.0,3.0,2.0,5-10 ,1.0,33.8123264630093,10.9868657847163,339.299404635688,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1376,cb76499c-92bd-4954-ad2c-fc6a8dcc1543,950000.0,294500.0,Route Teniour,Sfax Ville,Sfax,1680.0,5.0,5.0,2.0,20-30 ,1.0,36.763943,10.28607,12.5255127830913,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1378,71171372-9767-447d-8ce1-5445cceaec13,4200000.0,1302000.0,Les Berges Du Lac 1,La Marsa,tunis,1500.0,5.0,4.0,3.0,10-20 ,1.0,36.876389,10.325278,17.7221901283016,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1379,ff547b36-9226-416e-b2e8-9eaf14700f30,720000.0,223200.0,Hammamet Sud,Hammamet,Nabeul,1500.0,5.0,4.0,4.0,1-5 ,2.0,36.40108,10.61457,65.4597220191691,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
1384,1a29edaf-e2f6-4eab-a0dc-7232958bfa90,1100000.0,341000.0,Cité Ettaamir,La Soukra,Ariana,1420.0,5.0,24.0,6.0,1-5 ,2.0,36.8720171573945,10.2086035075253,7.7777800300314,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1386,7b08ad19-cbce-433d-a69b-c1d146f0a300,1400000.0,434000.0,Bhar Lazreg,La Marsa,tunis,1400.0,5.0,4.0,3.0,5-10 ,1.0,36.876389,10.325278,17.7221901283016,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
1388,f9f7904f-893f-4eb4-be22-8aa545b9d25d,1700000.0,527000.0,Megrine Coteau,Mégrine,Ben Arous,1326.0,5.0,5.0,2.0,30-50 ,0.0,36.6938694,10.2622167,15.2468224381805,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1393,a4c123e8-b5ce-41dd-bd49-aac711eadea5,1150000.0,356500.0,Borj Touil,Raoued,Ariana,1287.0,5.0,4.0,3.0,10-20 ,1.0,36.954444,10.191389,16.228614774176,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
1394,6a36d6c5-33c8-4bcf-b20c-1badc2f4680b,800000.0,248000.0,Chotrana 1,La Soukra,Ariana,1280.0,5.0,4.0,2.0,"10,20",0.0,36.896544,10.217961,10.6556323701042,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
1401,b28629ae-d7fe-449b-bc04-31c8ff4cfb91,1600000.0,496000.0,Hammam Lif,Hammam Lif,Ben Arous,1180.0,5.0,6.0,3.0,5-10 ,1.0,36.7311,10.3277,18.230347164571,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0
1402,55781ebb-05ef-49f6-aa66-70c2eec48a47,3200000.0,992000.0,Mutuelle Ville,El Menzah,tunis,1100.0,5.0,5.0,4.0,20-30 ,1.0,36.8316382,10.1641474,3.36045988098661,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1404,385fb1b2-fb9c-4a37-9a03-6f42d55fb71d,1800000.0,558000.0,Hammamet Nord,Hammamet,Nabeul,1100.0,5.0,5.0,5.0,1-5 ,1.0,36.40108,10.61457,65.4597220191691,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
1409,fbdd53bc-b715-45db-80f1-bdf298cb74ca,750000.0,232500.0,Yasmine Hammamet,Hammamet,Nabeul,1015.0,5.0,3.0,4.0,1-5 ,1.0,36.3408157317354,10.5186112902832,63.2449157438917,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
1411,e43ca32a-5345-47c9-be98-94f38b08b1a8,6000000.0,1860000.0,Gammarth Supérieur,La Marsa,tunis,1000.0,5.0,4.0,3.0,10-20 ,1.0,36.876389,10.325278,17.7221901283016,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
1417,07a99b80-39c6-4c71-a582-a2c1eacfe3c2,955000.0,296050.0,Hammamet Sud,Hammamet,Nabeul,1000.0,5.0,4.0,4.0,0,2.0,36.4048104264063,10.5041917346191,56.7293495164309,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0
1419,6c0af8bc-dda5-4519-965e-c2582206bc12,920000.0,285200.0,Hammamet Sud,Hammamet,Nabeul,1000.0,5.0,4.0,1.0,0,2.0,36.40108,10.61457,65.4597220191691,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
1420,12e348d3-d80c-4ae7-adb3-9c0a3a2d5bcd,800000.0,248000.0,Hammamet Sud,Hammamet,Nabeul,1000.0,5.0,4.0,4.0,0,2.0,36.3955531131838,10.4796441577148,55.8566170265976,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
1421,227e3941-7a33-4bc7-9f7a-00bbae63d8a1,765000.0,237150.0,Hammamet Sud,Hammamet,Nabeul,1000.0,5.0,4.0,3.0,"10,20",0.0,36.40108,10.61457,65.4597220191691,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1430,06eccfb3-eb5d-4d5f-add3-064b07a8bd9c,930000.0,288300.0,Hammamet,Hammamet,Nabeul,950.0,5.0,4.0,3.0,0,2.0,36.40108,10.61457,65.4597220191691,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
1433,a06844a2-1401-4852-87ba-fb85febb2e93,4050000.0,1255500.0,Les Berges Du Lac 1,La Marsa,tunis,935.0,5.0,4.0,3.0,10-20 ,1.0,36.876389,10.325278,17.7221901283016,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
1436,23017307-0474-4af0-8148-fd9713831e17,2500000.0,775000.0,Cité Ennasr 2,Ariana Ville,Ariana,921.0,5.0,4.0,3.0,10-20 ,1.0,36.8625,10.19556,6.32498837542227,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
1438,abb54a0f-b493-4203-a0d2-574d5b3d9c05,3000000.0,930000.0,Mutuelle Ville,El Menzah,tunis,920.0,5.0,4.0,3.0,10-20 ,0.0,36.8316382,10.1641474,3.36045988098661,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
1439,678c3498-406c-4e96-9990-698e0fdbd942,1180000.0,365800.0,Hammam Sousse,Hammam Sousse, Sousse,913.0,5.0,4.0,2.0,"10,20",0.0,35.79,10.56,118.882161995472,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
1440,c4000646-3bc8-4718-8b3a-9e1749fa3b7e,995000.0,308450.0,Le Bardo,Le Bardo,tunis,910.0,5.0,3.0,2.0,20-30 ,1.0,36.83017,10.13736,5.54992694975533,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
1441,0e212611-4b3b-461c-bb7b-8959c8c334d3,3500000.0,1085000.0,El Kantaoui,Hammam Sousse, Sousse,900.0,5.0,3.0,3.0,1-5 ,2.0,35.8569,10.5972,113.681036216882,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0
1442,3ed888a1-af45-487b-a0ba-1736e3c351b2,3500000.0,1085000.0,El Kantaoui,Hammam Sousse, Sousse,900.0,5.0,3.0,3.0,1-5 ,2.0,35.8569,10.5972,113.681036216882,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0
1444,014933f5-8c5d-4286-bf01-c87445dc3041,860000.0,266600.0,Hammamet Sud,Hammamet,Nabeul,900.0,5.0,4.0,2.0,0,2.0,36.40108,10.61457,65.4597220191691,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
1449,6be7f981-c472-46c5-8467-024711b00691,1200000.0,372000.0,Hammam Sousse,Hammam Sousse, Sousse,898.0,5.0,4.0,2.0,10-20 ,1.0,35.8569,10.5972,113.681036216882,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
1454,266a0dea-b8fd-41ae-850f-09a588afa8dd,1450000.0,449500.0,El Menzah 7,Ariana Ville,Ariana,860.0,5.0,4.0,2.0,10-20 ,1.0,36.8625,10.19556,6.32498837542227,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
1455,e7d2b113-e78e-4667-ba46-3efbe19a3845,1600000.0,496000.0,Hammamet Nord,Hammamet,Nabeul,853.0,5.0,4.0,3.0,1-5 ,2.0,36.419773,10.661894,68.1327730498967,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
1456,04bcd65b-645e-4b75-af37-c16b14b3ad6b,3000000.0,930000.0,Les Deux Oueds,Nabeul,Nabeul,850.0,5.0,4.0,6.0,1-5 ,2.0,36.4279056528913,10.6871613671155,69.8251644068661,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
1462,266a6a51-6458-4f96-b69b-dfcbb6d29ad0,850000.0,263500.0,Sakiet Eddaier,Sakiet Eddaier,Sfax,845.0,5.0,6.0,3.0,1-5 ,2.0,34.8,10.78,229.260442632866,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
1464,977d35b6-fb09-47b8-b5f1-529f11d128ea,3100000.0,961000.0,Hammamet,Hammamet,Nabeul,840.0,5.0,4.0,5.0,5-10 ,1.0,36.40108,10.61457,65.4597220191691,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1465,afa06bbc-7e65-4c38-9843-30535328e708,255000.0,79050.0,Tabarka Ville,Tabarka,Jendouba,830.0,5.0,3.0,2.0,5-10 ,2.0,36.952,8.7581,159.077297803572,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
1467,fa4f62b1-aff2-499a-90a9-c5e4ac058d01,920000.0,285200.0,Hammamet,Hammamet,Nabeul,800.0,5.0,4.0,3.0,1-5 ,1.0,36.40108,10.61457,65.4597220191691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1471,e6cc745f-c6c2-4825-9c93-cdfd5704749a,3200000.0,992000.0,La Marsa,La Marsa,tunis,770.0,5.0,5.0,5.0,0,2.0,36.8941992,10.2762232,14.249053168265,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
1473,d6552159-4ac5-4427-bdfe-e39249134d69,850000.0,263500.0,Hammamet,Hammamet,Nabeul,760.0,5.0,4.0,2.0,10-20 ,1.0,36.40108,10.61457,65.4597220191691,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1475,a8952980-faeb-4095-8e72-a4921f6bd3aa,850000.0,263500.0,Hammamet,Hammamet,Nabeul,755.0,5.0,4.0,2.0,10-20 ,1.0,36.40108,10.61457,65.4597220191691,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
1477,441633a9-6bde-4f83-8b81-d07d6419750d,900000.0,279000.0,Hammamet Sud,Hammamet,Nabeul,750.0,5.0,4.0,3.0,0,2.0,36.409645897792,10.5095132373047,56.6991847114585,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
1478,3a7c61be-4b42-4f55-aca5-d37476cf6536,850000.0,263500.0,Hammamet,Hammamet,Nabeul,750.0,5.0,4.0,2.0,1-5 ,2.0,36.40108,10.61457,65.4597220191691,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0
1480,df867bf8-ca36-489b-b510-44395c2582a0,785000.0,243350.0,Hammamet Sud,Hammamet,Nabeul,750.0,5.0,4.0,3.0,0,2.0,36.40108,10.61457,65.4597220191691,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
1483,ef4b05b9-7928-4ed3-a522-b88167b38c2a,650000.0,201500.0,Hammamet Sud,Hammamet,Nabeul,750.0,5.0,4.0,3.0,0,2.0,36.40108,10.61457,65.4597220191691,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
1486,83f508cf-8a9b-4316-81aa-1083141d8073,1200000.0,372000.0,La Soukra,La Soukra,Ariana,745.0,5.0,4.0,4.0,10-20 ,1.0,36.88833,10.27417,13.6515294537323,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
1490,f19ba293-902e-46b0-9221-09ea83db6937,950000.0,294500.0,Hammamet,Hammamet,Nabeul,730.0,5.0,4.0,2.0,0,1.0,36.40108,10.61457,65.4597220191691,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
1493,611d125f-eea3-4088-9d86-5dc2bd0bf064,350000.0,108500.0,Route Bouzayyen,Sfax Ville,Sfax,720.0,5.0,6.0,1.0,70-100 ,1.0,36.763943,10.28607,12.5255127830913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1496,2a11cf96-54fc-463b-b40a-3d13dae3f853,1300000.0,403000.0,El Manar 1,El Menzah,tunis,700.0,5.0,4.0,4.0,1-5 ,2.0,36.845235,10.164723,4.6317218774898,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
1497,dbaa6f40-5572-4164-9b53-cfa334f59a96,1200000.0,372000.0,Hammamet Sud,Hammamet,Nabeul,700.0,5.0,4.0,4.0,5-10 ,1.0,36.3821387477424,10.5472662783546,61.7144942245119,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
1498,6b74b13d-d355-4e38-9da4-e8ca592c9b90,1200000.0,372000.0,Hammamet,Hammamet,Nabeul,700.0,5.0,4.0,2.0,0,1.0,36.40108,10.61457,65.4597220191691,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0
1502,4dcc131b-ee11-4bfb-b58c-375e1e5a7e69,455000.0,141050.0,Hammamet Sud,Hammamet,Nabeul,700.0,5.0,3.0,2.0,0,2.0,36.4044650240774,10.559123375244,60.8017132422459,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
1503,df184df2-15c1-4b3c-b0a2-6f1133560e7b,450000.0,139500.0,Hammamet Sud,Hammamet,Nabeul,700.0,5.0,3.0,2.0,0,2.0,36.40108,10.61457,65.4597220191691,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
1514,45d03dad-403b-4ac3-8faf-5d9b4224a7ad,2200000.0,682000.0,Mutuelle Ville,El Menzah,tunis,675.0,5.0,7.0,6.0,0,0.0,36.845235,10.164723,4.6317218774898,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
1516,279a65ec-27ff-403c-8a63-487214620226,770000.0,238700.0,Chott Meriem,Akouda, Sousse,668.0,5.0,3.0,2.0,5-10 ,1.0,35.87,10.57,111.167790931873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1518,27566669-acd4-4dc2-ab39-d6d94daccc24,1650000.0,511500.0,Mutuelle Ville,El Menzah,tunis,663.0,5.0,4.0,3.0,20-30 ,0.0,36.845235,10.164723,4.6317218774898,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1521,dece41f2-b1b8-4e47-aaac-3d5c5db4a8dc,3200000.0,992000.0,La Marsa,La Marsa,tunis,650.0,5.0,4.0,4.0,0,2.0,36.876389,10.325278,17.7221901283016,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1522,57392be2-54f4-4296-94e8-7e53e5ddd11a,1250000.0,387500.0,Hammamet,Hammamet,Nabeul,650.0,5.0,4.0,3.0,10-20 ,1.0,36.40108,10.61457,65.4597220191691,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
1527,10945da8-1a89-43c2-8f94-9ac395cb8661,1050000.0,325500.0,El Menzah 9,El Menzah,tunis,645.0,5.0,4.0,2.0,"10,20",0.0,36.8482637,10.1410889,6.40986136903085,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1529,0a98bb86-a03a-408e-9188-fcc9c8efbca6,4000000.0,1240000.0,Sidi Daoued,La Marsa,tunis,635.0,5.0,3.0,2.0,0,2.0,36.876389,10.325278,17.7221901283016,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
1530,cab0cac5-4f56-46f1-947b-5fa85d8b7138,4200000.0,1302000.0,Carthage,Carthage,tunis,634.0,5.0,4.0,1.0,20-30 ,0.0,36.8471220552816,10.3339539154053,17.5251171509544,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1531,358b1699-bc61-407e-9e93-013cff12d769,1700000.0,527000.0,Hammam Sousse,Hammam Sousse, Sousse,630.0,5.0,5.0,3.0,0,1.0,35.8569,10.5972,113.681036216882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1535,983596a0-8e9e-4c31-b4e9-5aad50e2b263,1100000.0,341000.0,Hammamet,Hammamet,Nabeul,625.0,5.0,4.0,2.0,0,2.0,36.40108,10.61457,65.4597220191691,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
1536,3e91973a-e259-432a-ae9f-518303877abb,880000.0,272800.0,Hammamet,Hammamet,Nabeul,625.0,5.0,4.0,3.0,0,2.0,36.40108,10.61457,65.4597220191691,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
1538,88a8416d-4647-4776-a179-44717576d5d2,2000000.0,620000.0,Sidi Daoued,La Marsa,tunis,620.0,5.0,4.0,3.0,10-20 ,1.0,36.876389,10.325278,17.7221901283016,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
1540,52b140df-731b-42e5-b06d-14195f61a633,800000.0,248000.0,Cité de la Plage,Hammam Sousse, Sousse,616.0,5.0,4.0,2.0,20-30 ,1.0,35.862129,10.603714,113.455597510906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
1543,aa82b547-9e80-4acc-8473-78d0ba21a976,2750000.0,852500.0,La Marsa,La Marsa,tunis,600.0,5.0,4.0,4.0,1-5 ,1.0,36.876389,10.325278,17.7221901283016,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
